"","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant species family","Plant species","Pollinator variable measure","Reproductive succes measure","Response","Nc visits","Nt visits","Escala_visitas","Nc sp. Poll","Nt sp. Poll","Obs/Exp","N","Escala N","N control","N treat","Measure used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas C","Visitas T","Unidad de tiempo de visitas","Country","Obs","Tiempo muestreo","Genus"
"162",NA,NA,2,"de Oliveira Muniz, Joao Paulo; Abrahao Bomfim, Isac Gabriel; de Medeiros Correa, Marcio Cleber; Freitas, Breno Magalhaes",2019,"Floral biology, pollination requirements and behavior of floral visitors in two species of pitaya","10.1590/s0100-29452011005000096","Apodi Plateau, Ceará","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","Cactaceae","Hylocereus polyrhizus","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",60,"flores",30,30,NA,NA,NA,"30","28",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Hylocereus"
"163",NA,NA,3,"de Oliveira Muniz, Joao Paulo; Abrahao Bomfim, Isac Gabriel; de Medeiros Correa, Marcio Cleber; Freitas, Breno Magalhaes",2019,"Floral biology, pollination requirements and behavior of floral visitors in two species of pitaya","10.1590/s0100-29452011005000096","Apodi Plateau, Ceará","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Nocturnal exclusion","all visitors","Cactaceae","Selenicereus undatus","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",60,"flores",30,30,NA,NA,NA,"30","30",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Selenicereus"
"164",NA,NA,4,"de Oliveira Muniz, Joao Paulo; Abrahao Bomfim, Isac Gabriel; de Medeiros Correa, Marcio Cleber; Freitas, Breno Magalhaes",2019,"Floral biology, pollination requirements and behavior of floral visitors in two species of pitaya","10.1590/s0100-29452011005000096","Apodi Plateau, Ceará","Tropical & Subtropical Dry Broadleaf Forests","Agricultural","Diurnal exclusion","all visitors","Cactaceae","Selenicereus undatus","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",60,"flores",30,30,NA,NA,NA,"30","30",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Selenicereus"
"165","842",46,1,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit set","positive",NA,NA,NA,"2","1","Exp",223,"flores",113,110,NA,NA,NA,"73.599999999999994","21.9","%","2.2000000000000002","2.2999999999999998",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"166",NA,NA,2,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,"1","Exp",308,"flores",198,110,NA,NA,NA,"59.9","21.9","%","2.4","2.2999999999999998",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"167",NA,NA,3,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit set","neutral",NA,NA,NA,"2","1","Exp",228,"flores",113,115,NA,NA,NA,"73.599999999999994","71.3","%","2.2000000000000002","2.6",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"168",NA,NA,4,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit set","neutral",NA,NA,NA,NA,"1","Exp",313,"flores",198,115,NA,NA,NA,"59.9","71.3","%","2.4","2.6",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"169",NA,NA,5,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp2.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit set","neutral",NA,NA,NA,NA,"2","Exp",311,"flores",198,113,NA,NA,NA,"59.9","73.599999999999994","%","2.4","2.2000000000000002",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"170",NA,NA,6,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","positive",NA,NA,NA,"2","1","Exp",63,"frutos",37,26,NA,NA,NA,"10.3","3.1",NA,"0.7","0.6",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"171",NA,NA,7,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","all visitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","positive",NA,NA,NA,NA,"1","Exp",51,"frutos",25,26,NA,NA,NA,"14.6","3.1",NA,"1.4","0.6",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"172",NA,NA,8,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","negative",NA,NA,NA,"2","1","Exp",75,"frutos",37,38,NA,NA,NA,"10.3","18.600000000000001",NA,"0.7","1.3",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"173",NA,NA,9,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","negative",NA,NA,NA,NA,"1","Exp",63,"frutos",25,38,NA,NA,NA,"14.6","18.600000000000001",NA,"1.4","1.3",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"174",NA,NA,10,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp2.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","positive",NA,NA,NA,NA,"2","Exp",62,"frutos",25,37,NA,NA,NA,"14.6","10.3",NA,"1.4","0.2",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"175",NA,NA,11,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","positive",NA,NA,NA,"2","1","Exp",99,"frutos",64,35,NA,NA,NA,"10.6","0.7",NA,"0.7","0.3",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"176",NA,NA,12,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","positive",NA,NA,NA,NA,"1","Exp",121,"frutos",86,35,NA,NA,NA,"24.4","0.7",NA,"1","0.3",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"177",NA,NA,13,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","negative",NA,NA,NA,"2","1","Exp",127,"frutos",64,63,NA,NA,NA,"10.6","17",NA,"0.7","1",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"178",NA,NA,14,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","negative",NA,NA,NA,NA,"1","Exp",149,"frutos",86,63,NA,NA,NA,"24.4","17",NA,"1","1",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"179",NA,NA,15,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp2.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","seed set","positive",NA,NA,NA,NA,"2","Exp",150,"frutos",86,64,NA,NA,NA,"24.4","10.6",NA,"1",NA,NA,NA,NA,"USA",NA,NA,"Vaccinium"
"180",NA,NA,16,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","neutral",NA,NA,NA,"2","1","Exp",65,"frutos",37,28,NA,NA,NA,"1.07","0.9",NA,"0.06","7.0000000000000007E-2",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"181",NA,NA,17,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","positive",NA,NA,NA,NA,"1","Exp",53,"frutos",25,28,NA,NA,NA,"1.4","0.9",NA,"0.1","7.0000000000000007E-2",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"182",NA,NA,18,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","neutral",NA,NA,NA,"2","1","Exp",75,"frutos",37,38,NA,NA,NA,"1.07","0.8",NA,"0.06","0.05",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"183",NA,NA,19,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","positive",NA,NA,NA,NA,"1","Exp",63,"frutos",25,38,NA,NA,NA,"1.4","0.8",NA,"0.1","0.05",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"184",NA,NA,20,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp2.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","positive",NA,NA,NA,NA,"2","Exp",62,"frutos",25,37,NA,NA,NA,"1.4","1.07",NA,"0.1","0.06",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"185",NA,NA,21,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","positive",NA,NA,NA,"2","1","Exp",99,"frutos",65,34,NA,NA,NA,"1.2","0.9",NA,"0.04","0.06",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"186",NA,NA,22,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","positive",NA,NA,NA,NA,"1","Exp",122,"frutos",88,34,NA,NA,NA,"1.5","0.9",NA,"0.04","0.06",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"187",NA,NA,23,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","sp2.HB","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","negative",NA,NA,NA,"2","1","Exp",130,"frutos",65,65,NA,NA,NA,"1.2","1.6",NA,"0.04","0.05",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"188",NA,NA,24,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","negative",NA,NA,NA,NA,"1","Exp",153,"frutos",88,65,NA,NA,NA,"1.5","1.6",NA,"0.04","0.05",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"189",NA,NA,25,"Dedej, S.; Delaplane, K. S.",2004,"Nectar-robbing carpenter bees reduce seed-setting capability of honey bees (Hymenoptera : Apidae) in rabbiteye blueberry, Vaccinium ashei, 'Climax'","10.1603/0046-225x-33.1.100","University of Georgia","Temperate Broadleaf & Mixed Forests","Agricultural","sp2.HB","open.allvisitors","Ericaceae","Vaccinium virgatum","Pollinator species richness","fruit weight","positive",NA,NA,NA,NA,"2","Exp",153,"frutos",88,65,NA,NA,NA,"1.5","1.2",NA,"0.04","0.04",NA,NA,NA,"USA",NA,NA,"Vaccinium"
"190","924",47,1,"Du, Wei; Huang, Lan-Jie; Wang, Xiao-Fan",2012,"Deceit pollination and the effect of deforestation on reproduction in dioecious Schisandra sphenanthera (Schisandraceae) in central China","10.1111/j.1759-6831.2011.00171.x","Henan/Hubei Province","Temperate Broadleaf & Mixed Forests","Forest","Invertebrate flying exclusion","gall midges (diptera) and thrips","Schisandraceae","Schisandra sphenanthera","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",367,"flores",273,94,"F","116.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Schisandra"
"191","942",48,1,"Duffy, K. J.; Johnson, S. D.",2013,"Does the likelihood of an Allee effect on plant fecundity depend on the type of pollinator?","10.1111/1365-2745.12104","KwaZulu-Natal","Tropical & Subtropical Grasslands, Savannas & Shrublands","Grassland","Vertebrate Diurnal flying exclusion","all visitors","Xanthorrhoeaceae","Kniphofia linearifolia","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",8,"population",NA,NA,"F","22.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Kniphofia"
"192","971",49,1,"Eeraerts, Maxime; Meeus, Ivan; Van Den Berge, Sanne; Smagghe, Guy",2017,"Landscapes with high intensive fruit cultivation reduce wild pollinator services to sweet cherry","10.1016/j.agee.2017.01.031","Flanders","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"bees","Rosaceae","Prunus avium","Bee species richness","fruit set","neutral",NA,NA,NA,NA,NA,"Obs",7,"orchard",NA,NA,"t","2.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium",NA,NA,"Prunus"
"193",NA,NA,2,"Eeraerts, Maxime; Meeus, Ivan; Van Den Berge, Sanne; Smagghe, Guy",2017,"Landscapes with high intensive fruit cultivation reduce wild pollinator services to sweet cherry","10.1016/j.agee.2017.01.031","Flanders","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"flying pollinators","Rosaceae","Prunus avium","Fly species richness","fruit set","neutral",NA,NA,NA,NA,NA,"Obs",7,"orchard",NA,NA,"t","2.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium",NA,NA,"Prunus"
"194",NA,NA,3,"Eeraerts, Maxime; Meeus, Ivan; Van Den Berge, Sanne; Smagghe, Guy",2017,"Landscapes with high intensive fruit cultivation reduce wild pollinator services to sweet cherry","10.1016/j.agee.2017.01.031","Flanders","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"all visitors","Rosaceae","Prunus avium","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Obs",7,"orchard",NA,NA,"t","7.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium",NA,NA,"Prunus"
"195","972",50,1,"Eeraerts, Maxime; Smagghe, Guy; Meeus, Ivan",2019,"Pollinator diversity, floral resources and semi-natural habitat, instead of honey bees and intensive agriculture, enhance pollination service to sweet cherry","10.1016/j.agee.2019.106586","Flanders","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"all visitors","Rosaceae","Prunus avium","Pollinator species richness","fruit set","positive",NA,NA,NA,NA,NA,"Obs",9,"orchard",NA,NA,"slope","0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium",NA,NA,"Prunus"
"196","1002",51,1,"Epps, Mary Jane; Allison, Suzanne E.; Wolfe, Lorne M.",2015,"Reproduction in Flame Azalea (Rhododendron calendulaceum, Ericaceae): A Rare Case of Insect Wing Pollination","10.1086/682006","Mountain Lake Biological station","Temperate Broadleaf & Mixed Forests","Forest","Invertebrate flying exclusion","all visitors","Ericaceae","Rhododendron calendulaceum","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",31,"inflorescencia",14,17,NA,NA,NA,"27","2.56","%","8","1.5",NA,NA,NA,"USA",NA,NA,"Rhododendron"
"197",NA,NA,2,"Epps, Mary Jane; Allison, Suzanne E.; Wolfe, Lorne M.",2015,"Reproduction in Flame Azalea (Rhododendron calendulaceum, Ericaceae): A Rare Case of Insect Wing Pollination","10.1086/682006","Mountain Lake Biological station","Temperate Broadleaf & Mixed Forests","Forest","Invertebrate flying exclusion","all visitors","Ericaceae","Rhododendron calendulaceum","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",0,"inflorescencia",NA,NA,"z","3.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Rhododendron"
"198","1020",52,1,"Evans, E. C.; Spivak, M.",2006,"Effects of honey bee (Hymenoptera : Apidae) and bumble bee (Hymenoptera : Apidae) presence on cranberry (Ericales : Ericaceae) pollination",NA,"Wisconsin","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+HB","Ericaceae","Vaccinium macrocarpon","Pollinator species richness","fruit weight","positive",NA,NA,NA,".+1","all","Exp",20,"subplot",10,10,NA,NA,NA,"1.1599999999999999","0.83",NA,"0.43","0.39",NA,NA,NA,"USA",NA,NA,"Vaccinium"
